estado,municipio,base,escenario,estado_norm,municipio_norm,cambio_detectable,municipio_inegi_norm,municipio_inegi,cve_ent,cve_mun,cvegeo,existe_en_inegi
JALISCO,GUACHINANGO,BANAVIM,ALTA_MEDIA,JALISCO,GUACHINANGO,False,GUACHINANGO,Guachinango,14,038,14038,True
JALISCO,GUADALAJARA,BANAVIM,ALTA_MEDIA,JALISCO,GUADALAJARA,False,GUADALAJARA,Guadalajara,14,039,14039,True
JALISCO,HOSTOTIPAQUILLO,BANAVIM,ALTA_MEDIA,JALISCO,HOSTOTIPAQUILLO,False,HOSTOTIPAQUILLO,Hostotipaquillo,14,040,14040,True
JALISCO,HUEJUCAR,BANAVIM,ALTA_MEDIA,JALISCO,HUEJUCAR,False,HUEJUCAR,Huejúcar,14,041,14041,True
JALISCO,IXTLAHUACAN DE LOS MEMBRILLOS,BANAVIM,ALTA_MEDIA,JALISCO,IXTLAHUACAN DE LOS MEMBRILLOS,False,IXTLAHUACAN DE LOS MEMBRILLOS,Ixtlahuacán de los Membrillos,14,044,14044,True
JALISCO,IXTLAHUACAN DEL RIO,BANAVIM,ALTA_MEDIA,JALISCO,IXTLAHUACAN DEL RIO,False,IXTLAHUACAN DEL RIO,Ixtlahuacán del Río,14,045,14045,True
JALISCO,JALOSTOTITLAN,BANAVIM,ALTA_MEDIA,JALISCO,JALOSTOTITLAN,False,JALOSTOTITLAN,Jalostotitlán,14,046,14046,True
JALISCO,JAMAY,BANAVIM,ALTA_MEDIA,JALISCO,JAMAY,False,JAMAY,Jamay,14,047,14047,True
JALISCO,JESUS MARIA,BANAVIM,ALTA_MEDIA,JALISCO,JESUS MARIA,False,JESUS MARIA,Jesús María,14,048,14048,True
JALISCO,JILOTLAN DE LOS DOLORES,BANAVIM,ALTA_MEDIA,JALISCO,JILOTLAN DE LOS DOLORES,False,JILOTLAN DE LOS DOLORES,Jilotlán de los Dolores,14,049,14049,True
JALISCO,JOCOTEPEC,BANAVIM,ALTA_MEDIA,JALISCO,JOCOTEPEC,False,JOCOTEPEC,Jocotepec,14,050,14050,True
JALISCO,JUANACATLAN,BANAVIM,ALTA_MEDIA,JALISCO,JUANACATLAN,False,JUANACATLAN,Juanacatlán,14,051,14051,True
JALISCO,LA BARCA,BANAVIM,ALTA_MEDIA,JALISCO,LA BARCA,False,LA BARCA,La Barca,14,018,14018,True
JALISCO,LA HUERTA,BANAVIM,ALTA_MEDIA,JALISCO,LA HUERTA,False,LA HUERTA,La Huerta,14,043,14043,True
JALISCO,LA MANZANILLA DE LA PAZ,BANAVIM,ALTA_MEDIA,JALISCO,LA MANZANILLA DE LA PAZ,False,LA MANZANILLA DE LA PAZ,La Manzanilla de la Paz,14,057,14057,True
JALISCO,LAGOS DE MORENO,BANAVIM,ALTA_MEDIA,JALISCO,LAGOS DE MORENO,False,LAGOS DE MORENO,Lagos de Moreno,14,053,14053,True
JALISCO,MAGDALENA,BANAVIM,ALTA_MEDIA,JALISCO,MAGDALENA,False,MAGDALENA,Magdalena,14,055,14055,True
JALISCO,MASCOTA,BANAVIM,ALTA_MEDIA,JALISCO,MASCOTA,False,MASCOTA,Mascota,14,058,14058,True
JALISCO,MAZAMITLA,BANAVIM,ALTA_MEDIA,JALISCO,MAZAMITLA,False,MAZAMITLA,Mazamitla,14,059,14059,True
JALISCO,MEZQUITIC,BANAVIM,ALTA_MEDIA,JALISCO,MEZQUITIC,False,MEZQUITIC,Mezquitic,14,061,14061,True
JALISCO,MIXTLAN,BANAVIM,ALTA_MEDIA,JALISCO,MIXTLAN,False,MIXTLAN,Mixtlán,14,062,14062,True
JALISCO,OCOTLAN,BANAVIM,ALTA_MEDIA,JALISCO,OCOTLAN,False,OCOTLAN,Ocotlán,14,063,14063,True
JALISCO,OJUELOS DE JALISCO,BANAVIM,ALTA_MEDIA,JALISCO,OJUELOS DE JALISCO,False,OJUELOS DE JALISCO,Ojuelos de Jalisco,14,064,14064,True
JALISCO,PIHUAMO,BANAVIM,ALTA_MEDIA,JALISCO,PIHUAMO,False,PIHUAMO,Pihuamo,14,065,14065,True
JALISCO,PONCITLAN,BANAVIM,ALTA_MEDIA,JALISCO,PONCITLAN,False,PONCITLAN,Poncitlán,14,066,14066,True
JALISCO,PUERTO VALLARTA,BANAVIM,ALTA_MEDIA,JALISCO,PUERTO VALLARTA,False,PUERTO VALLARTA,Puerto Vallarta,14,067,14067,True
JALISCO,SAN IGNACIO CERRO GORDO,BANAVIM,ALTA_MEDIA,JALISCO,SAN IGNACIO CERRO GORDO,False,SAN IGNACIO CERRO GORDO,San Ignacio Cerro Gordo,14,125,14125,True
JALISCO,SAN JUAN DE LOS LAGOS,BANAVIM,ALTA_MEDIA,JALISCO,SAN JUAN DE LOS LAGOS,False,SAN JUAN DE LOS LAGOS,San Juan de los Lagos,14,073,14073,True
JALISCO,SAN MARCOS,BANAVIM,ALTA_MEDIA,JALISCO,SAN MARCOS,False,SAN MARCOS,San Marcos,14,075,14075,True
JALISCO,SAN MARTIN HIDALGO,BANAVIM,ALTA_MEDIA,JALISCO,SAN MARTIN HIDALGO,False,SAN MARTIN HIDALGO,San Martín Hidalgo,14,077,14077,True
JALISCO,SAN MIGUEL EL ALTO,BANAVIM,ALTA_MEDIA,JALISCO,SAN MIGUEL EL ALTO,False,SAN MIGUEL EL ALTO,San Miguel el Alto,14,078,14078,True
JALISCO,SAN PEDRO TLAQUEPAQUE,BANAVIM,ALTA_MEDIA,JALISCO,SAN PEDRO TLAQUEPAQUE,False,SAN PEDRO TLAQUEPAQUE,San Pedro Tlaquepaque,14,098,14098,True
JALISCO,SANTA MARIA DE LOS ANGELES,BANAVIM,ALTA_MEDIA,JALISCO,SANTA MARIA DE LOS ANGELES,False,SANTA MARIA DE LOS ANGELES,Santa María de los Ángeles,14,081,14081,True
JALISCO,SAYULA,BANAVIM,ALTA_MEDIA,JALISCO,SAYULA,False,SAYULA,Sayula,14,082,14082,True
JALISCO,TALA,BANAVIM,ALTA_MEDIA,JALISCO,TALA,False,TALA,Tala,14,083,14083,True
JALISCO,TALPA DE ALLENDE,BANAVIM,ALTA_MEDIA,JALISCO,TALPA DE ALLENDE,False,TALPA DE ALLENDE,Talpa de Allende,14,084,14084,True
JALISCO,TAMAZULA DE GORDIANO,BANAVIM,ALTA_MEDIA,JALISCO,TAMAZULA DE GORDIANO,False,TAMAZULA DE GORDIANO,Tamazula de Gordiano,14,085,14085,True
JALISCO,TAPALPA,BANAVIM,ALTA_MEDIA,JALISCO,TAPALPA,False,TAPALPA,Tapalpa,14,086,14086,True
JALISCO,TECOLOTLAN,BANAVIM,ALTA_MEDIA,JALISCO,TECOLOTLAN,False,TECOLOTLAN,Tecolotlán,14,088,14088,True
JALISCO,TEOCALTICHE,BANAVIM,ALTA_MEDIA,JALISCO,TEOCALTICHE,False,TEOCALTICHE,Teocaltiche,14,091,14091,True
JALISCO,TEPATITLAN DE MORELOS,BANAVIM,ALTA_MEDIA,JALISCO,TEPATITLAN DE MORELOS,False,TEPATITLAN DE MORELOS,Tepatitlán de Morelos,14,093,14093,True
JALISCO,TEQUILA,BANAVIM,ALTA_MEDIA,JALISCO,TEQUILA,False,TEQUILA,Tequila,14,094,14094,True
JALISCO,TEUCHITLAN,BANAVIM,ALTA_MEDIA,JALISCO,TEUCHITLAN,False,TEUCHITLAN,Teuchitlán,14,095,14095,True
JALISCO,TLAJOMULCO DE ZUNIGA,BANAVIM,ALTA_MEDIA,JALISCO,TLAJOMULCO DE ZUNIGA,False,TLAJOMULCO DE ZUNIGA,Tlajomulco de Zúñiga,14,097,14097,True
JALISCO,TOLIMAN,BANAVIM,ALTA_MEDIA,JALISCO,TOLIMAN,False,TOLIMAN,Tolimán,14,099,14099,True
JALISCO,TOMATLAN,BANAVIM,ALTA_MEDIA,JALISCO,TOMATLAN,False,TOMATLAN,Tomatlán,14,100,14100,True
JALISCO,TONALA,BANAVIM,ALTA_MEDIA,JALISCO,TONALA,False,TONALA,Tonalá,14,101,14101,True
JALISCO,TONAYA,BANAVIM,ALTA_MEDIA,JALISCO,TONAYA,False,TONAYA,Tonaya,14,102,14102,True
JALISCO,TONILA,BANAVIM,ALTA_MEDIA,JALISCO,TONILA,False,TONILA,Tonila,14,103,14103,True
JALISCO,TOTOTLAN,BANAVIM,ALTA_MEDIA,JALISCO,TOTOTLAN,False,TOTOTLAN,Tototlán,14,105,14105,True
JALISCO,TUXCUECA,BANAVIM,ALTA_MEDIA,JALISCO,TUXCUECA,False,TUXCUECA,Tuxcueca,14,107,14107,True
JALISCO,TUXPAN,BANAVIM,ALTA_MEDIA,JALISCO,TUXPAN,False,TUXPAN,Tuxpan,14,108,14108,True
JALISCO,UNION DE SAN ANTONIO,BANAVIM,ALTA_MEDIA,JALISCO,UNION DE SAN ANTONIO,False,UNION DE SAN ANTONIO,Unión de San Antonio,14,109,14109,True
JALISCO,VALLE DE GUADALUPE,BANAVIM,ALTA_MEDIA,JALISCO,VALLE DE GUADALUPE,False,VALLE DE GUADALUPE,Valle de Guadalupe,14,111,14111,True
JALISCO,VILLA CORONA,BANAVIM,ALTA_MEDIA,JALISCO,VILLA CORONA,False,VILLA CORONA,Villa Corona,14,114,14114,True
JALISCO,VILLA HIDALGO,BANAVIM,ALTA_MEDIA,JALISCO,VILLA HIDALGO,False,VILLA HIDALGO,Villa Hidalgo,14,116,14116,True
JALISCO,VILLA PURIFICACION,BANAVIM,ALTA_MEDIA,JALISCO,VILLA PURIFICACION,False,VILLA PURIFICACION,Villa Purificación,14,068,14068,True
JALISCO,YAHUALICA DE GONZALEZ GALLO,BANAVIM,ALTA_MEDIA,JALISCO,YAHUALICA DE GONZALEZ GALLO,False,YAHUALICA DE GONZALEZ GALLO,Yahualica de González Gallo,14,118,14118,True
JALISCO,ZACOALCO DE TORRES,BANAVIM,ALTA_MEDIA,JALISCO,ZACOALCO DE TORRES,False,ZACOALCO DE TORRES,Zacoalco de Torres,14,119,14119,True
JALISCO,ZAPOPAN,BANAVIM,ALTA_MEDIA,JALISCO,ZAPOPAN,False,ZAPOPAN,Zapopan,14,120,14120,True
JALISCO,ZAPOTILTIC,BANAVIM,ALTA_MEDIA,JALISCO,ZAPOTILTIC,False,ZAPOTILTIC,Zapotiltic,14,121,14121,True
JALISCO,ZAPOTITLAN DE VADILLO,BANAVIM,ALTA_MEDIA,JALISCO,ZAPOTITLAN DE VADILLO,False,ZAPOTITLAN DE VADILLO,Zapotitlán de Vadillo,14,122,14122,True
JALISCO,ZAPOTLAN DEL REY,BANAVIM,ALTA_MEDIA,JALISCO,ZAPOTLAN DEL REY,False,ZAPOTLAN DEL REY,Zapotlán del Rey,14,123,14123,True
JALISCO,ZAPOTLAN EL GRANDE,BANAVIM,ALTA_MEDIA,JALISCO,ZAPOTLAN EL GRANDE,False,ZAPOTLAN EL GRANDE,Zapotlán el Grande,14,023,14023,True
JALISCO,ZAPOTLANEJO,BANAVIM,ALTA_MEDIA,JALISCO,ZAPOTLANEJO,False,ZAPOTLANEJO,Zapotlanejo,14,124,14124,True
MEXICO,ACAMBAY DE RUIZ CASTANEDA,BANAVIM,ALTA_MEDIA,MEXICO,ACAMBAY DE RUIZ CASTANEDA,False,ACAMBAY DE RUIZ CASTANEDA,Acambay de Ruíz Castañeda,15,001,15001,True
MEXICO,ACOLMAN,BANAVIM,ALTA_MEDIA,MEXICO,ACOLMAN,False,ACOLMAN,Acolman,15,002,15002,True
MEXICO,ALMOLOYA DE ALQUISIRAS,BANAVIM,ALTA_MEDIA,MEXICO,ALMOLOYA DE ALQUISIRAS,False,ALMOLOYA DE ALQUISIRAS,Almoloya de Alquisiras,15,004,15004,True
MEXICO,ALMOLOYA DE JUAREZ,BANAVIM,ALTA_MEDIA,MEXICO,ALMOLOYA DE JUAREZ,False,ALMOLOYA DE JUAREZ,Almoloya de Juárez,15,005,15005,True
MEXICO,ALMOLOYA DEL RIO,BANAVIM,ALTA_MEDIA,MEXICO,ALMOLOYA DEL RIO,False,ALMOLOYA DEL RIO,Almoloya del Río,15,006,15006,True
MEXICO,AMECAMECA,BANAVIM,ALTA_MEDIA,MEXICO,AMECAMECA,False,AMECAMECA,Amecameca,15,009,15009,True
MEXICO,APAXCO,BANAVIM,ALTA_MEDIA,MEXICO,APAXCO,False,APAXCO,Apaxco,15,010,15010,True
MEXICO,ATENCO,BANAVIM,ALTA_MEDIA,MEXICO,ATENCO,False,ATENCO,Atenco,15,011,15011,True
MEXICO,ATIZAPAN,BANAVIM,ALTA_MEDIA,MEXICO,ATIZAPAN,False,ATIZAPAN,Atizapán,15,012,15012,True
MEXICO,ATIZAPAN DE ZARAGOZA,BANAVIM,ALTA_MEDIA,MEXICO,ATIZAPAN DE ZARAGOZA,False,ATIZAPAN DE ZARAGOZA,Atizapán de Zaragoza,15,013,15013,True
MEXICO,ATLACOMULCO,BANAVIM,ALTA_MEDIA,MEXICO,ATLACOMULCO,False,ATLACOMULCO,Atlacomulco,15,014,15014,True
MEXICO,AXAPUSCO,BANAVIM,ALTA_MEDIA,MEXICO,AXAPUSCO,False,AXAPUSCO,Axapusco,15,016,15016,True
MEXICO,CALIMAYA,BANAVIM,ALTA_MEDIA,MEXICO,CALIMAYA,False,CALIMAYA,Calimaya,15,018,15018,True
MEXICO,CAPULHUAC,BANAVIM,ALTA_MEDIA,MEXICO,CAPULHUAC,False,CAPULHUAC,Capulhuac,15,019,15019,True
MEXICO,CHALCO,BANAVIM,ALTA_MEDIA,MEXICO,CHALCO,False,CHALCO,Chalco,15,025,15025,True
MEXICO,CHAPA DE MOTA,BANAVIM,ALTA_MEDIA,MEXICO,CHAPA DE MOTA,False,CHAPA DE MOTA,Chapa de Mota,15,026,15026,True
MEXICO,CHAPULTEPEC,BANAVIM,ALTA_MEDIA,MEXICO,CHAPULTEPEC,False,CHAPULTEPEC,Chapultepec,15,027,15027,True
MEXICO,CHIAUTLA,BANAVIM,ALTA_MEDIA,MEXICO,CHIAUTLA,False,CHIAUTLA,Chiautla,15,028,15028,True
MEXICO,CHICOLOAPAN,BANAVIM,ALTA_MEDIA,MEXICO,CHICOLOAPAN,False,CHICOLOAPAN,Chicoloapan,15,029,15029,True
MEXICO,CHICONCUAC,BANAVIM,ALTA_MEDIA,MEXICO,CHICONCUAC,False,CHICONCUAC,Chiconcuac,15,030,15030,True
MEXICO,CHIMALHUACAN,BANAVIM,ALTA_MEDIA,MEXICO,CHIMALHUACAN,False,CHIMALHUACAN,Chimalhuacán,15,031,15031,True
MEXICO,COACALCO DE BERRIOZABAL,BANAVIM,ALTA_MEDIA,MEXICO,COACALCO DE BERRIOZABAL,False,COACALCO DE BERRIOZABAL,Coacalco de Berriozábal,15,020,15020,True
MEXICO,COATEPEC HARINAS,BANAVIM,ALTA_MEDIA,MEXICO,COATEPEC HARINAS,False,COATEPEC HARINAS,Coatepec Harinas,15,021,15021,True
MEXICO,COCOTITLAN,BANAVIM,ALTA_MEDIA,MEXICO,COCOTITLAN,False,COCOTITLAN,Cocotitlán,15,022,15022,True
MEXICO,COYOTEPEC,BANAVIM,ALTA_MEDIA,MEXICO,COYOTEPEC,False,COYOTEPEC,Coyotepec,15,023,15023,True
MEXICO,CUAUTITLAN,BANAVIM,ALTA_MEDIA,MEXICO,CUAUTITLAN,False,CUAUTITLAN,Cuautitlán,15,024,15024,True
MEXICO,CUAUTITLAN IZCALLI,BANAVIM,ALTA_MEDIA,MEXICO,CUAUTITLAN IZCALLI,False,CUAUTITLAN IZCALLI,Cuautitlán Izcalli,15,121,15121,True
MEXICO,ECATEPEC DE MORELOS,BANAVIM,ALTA_MEDIA,MEXICO,ECATEPEC DE MORELOS,False,ECATEPEC DE MORELOS,Ecatepec de Morelos,15,033,15033,True
MEXICO,ECATZINGO,BANAVIM,ALTA_MEDIA,MEXICO,ECATZINGO,False,ECATZINGO,Ecatzingo,15,034,15034,True
MEXICO,EL ORO,BANAVIM,ALTA_MEDIA,MEXICO,EL ORO,False,EL ORO,El Oro,15,064,15064,True
MEXICO,HUEHUETOCA,BANAVIM,ALTA_MEDIA,MEXICO,HUEHUETOCA,False,HUEHUETOCA,Huehuetoca,15,035,15035,True
MEXICO,HUEYPOXTLA,BANAVIM,ALTA_MEDIA,MEXICO,HUEYPOXTLA,False,HUEYPOXTLA,Hueypoxtla,15,036,15036,True
MEXICO,HUIXQUILUCAN,BANAVIM,ALTA_MEDIA,MEXICO,HUIXQUILUCAN,False,HUIXQUILUCAN,Huixquilucan,15,037,15037,True
MEXICO,ISIDRO FABELA,BANAVIM,ALTA_MEDIA,MEXICO,ISIDRO FABELA,False,ISIDRO FABELA,Isidro Fabela,15,038,15038,True
MEXICO,IXTAPALUCA,BANAVIM,ALTA_MEDIA,MEXICO,IXTAPALUCA,False,IXTAPALUCA,Ixtapaluca,15,039,15039,True
MEXICO,IXTAPAN DE LA SAL,BANAVIM,ALTA_MEDIA,MEXICO,IXTAPAN DE LA SAL,False,IXTAPAN DE LA SAL,Ixtapan de la Sal,15,040,15040,True
MEXICO,IXTLAHUACA,BANAVIM,ALTA_MEDIA,MEXICO,IXTLAHUACA,False,IXTLAHUACA,Ixtlahuaca,15,042,15042,True
MEXICO,JALTENCO,BANAVIM,ALTA_MEDIA,MEXICO,JALTENCO,False,JALTENCO,Jaltenco,15,044,15044,True
MEXICO,JILOTEPEC,BANAVIM,ALTA_MEDIA,MEXICO,JILOTEPEC,False,JILOTEPEC,Jilotepec,15,045,15045,True
MEXICO,JILOTZINGO,BANAVIM,ALTA_MEDIA,MEXICO,JILOTZINGO,False,JILOTZINGO,Jilotzingo,15,046,15046,True
MEXICO,JIQUIPILCO,BANAVIM,ALTA_MEDIA,MEXICO,JIQUIPILCO,False,JIQUIPILCO,Jiquipilco,15,047,15047,True
MEXICO,JOCOTITLAN,BANAVIM,ALTA_MEDIA,MEXICO,JOCOTITLAN,False,JOCOTITLAN,Jocotitlán,15,048,15048,True
MEXICO,LA PAZ,BANAVIM,ALTA_MEDIA,MEXICO,LA PAZ,False,LA PAZ,La Paz,15,070,15070,True
MEXICO,LERMA,BANAVIM,ALTA_MEDIA,MEXICO,LERMA,False,LERMA,Lerma,15,051,15051,True
MEXICO,LUVIANOS,BANAVIM,ALTA_MEDIA,MEXICO,LUVIANOS,False,LUVIANOS,Luvianos,15,123,15123,True
MEXICO,MALINALCO,BANAVIM,ALTA_MEDIA,MEXICO,MALINALCO,False,MALINALCO,Malinalco,15,052,15052,True
MEXICO,MELCHOR OCAMPO,BANAVIM,ALTA_MEDIA,MEXICO,MELCHOR OCAMPO,False,MELCHOR OCAMPO,Melchor Ocampo,15,053,15053,True
MEXICO,METEPEC,BANAVIM,ALTA_MEDIA,MEXICO,METEPEC,False,METEPEC,Metepec,15,054,15054,True
MEXICO,MEXICALTZINGO,BANAVIM,ALTA_MEDIA,MEXICO,MEXICALTZINGO,False,MEXICALTZINGO,Mexicaltzingo,15,055,15055,True
MEXICO,MORELOS,BANAVIM,ALTA_MEDIA,MEXICO,MORELOS,False,MORELOS,Morelos,15,056,15056,True
MEXICO,NAUCALPAN DE JUAREZ,BANAVIM,ALTA_MEDIA,MEXICO,NAUCALPAN DE JUAREZ,False,NAUCALPAN DE JUAREZ,Naucalpan de Juárez,15,057,15057,True
MEXICO,NEXTLALPAN,BANAVIM,ALTA_MEDIA,MEXICO,NEXTLALPAN,False,NEXTLALPAN,Nextlalpan,15,059,15059,True
MEXICO,NEZAHUALCOYOTL,BANAVIM,ALTA_MEDIA,MEXICO,NEZAHUALCOYOTL,False,NEZAHUALCOYOTL,Nezahualcóyotl,15,058,15058,True
MEXICO,NICOLAS ROMERO,BANAVIM,ALTA_MEDIA,MEXICO,NICOLAS ROMERO,False,NICOLAS ROMERO,Nicolás Romero,15,060,15060,True
MEXICO,NOPALTEPEC,BANAVIM,ALTA_MEDIA,MEXICO,NOPALTEPEC,False,NOPALTEPEC,Nopaltepec,15,061,15061,True
MEXICO,OCOYOACAC,BANAVIM,ALTA_MEDIA,MEXICO,OCOYOACAC,False,OCOYOACAC,Ocoyoacac,15,062,15062,True
MEXICO,OCUILAN,BANAVIM,ALTA_MEDIA,MEXICO,OCUILAN,False,OCUILAN,Ocuilan,15,063,15063,True
MEXICO,OTUMBA,BANAVIM,ALTA_MEDIA,MEXICO,OTUMBA,False,OTUMBA,Otumba,15,065,15065,True
MEXICO,OTZOLOTEPEC,BANAVIM,ALTA_MEDIA,MEXICO,OTZOLOTEPEC,False,OTZOLOTEPEC,Otzolotepec,15,067,15067,True
MEXICO,POLOTITLAN,BANAVIM,ALTA_MEDIA,MEXICO,POLOTITLAN,False,POLOTITLAN,Polotitlán,15,071,15071,True
MEXICO,RAYON,BANAVIM,ALTA_MEDIA,MEXICO,RAYON,False,RAYON,Rayón,15,072,15072,True
MEXICO,SAN ANTONIO LA ISLA,BANAVIM,ALTA_MEDIA,MEXICO,SAN ANTONIO LA ISLA,False,SAN ANTONIO LA ISLA,San Antonio la Isla,15,073,15073,True
MEXICO,SAN FELIPE DEL PROGRESO,BANAVIM,ALTA_MEDIA,MEXICO,SAN FELIPE DEL PROGRESO,False,SAN FELIPE DEL PROGRESO,San Felipe del Progreso,15,074,15074,True
MEXICO,SAN JOSE DEL RINCON,BANAVIM,ALTA_MEDIA,MEXICO,SAN JOSE DEL RINCON,False,SAN JOSE DEL RINCON,San José del Rincón,15,124,15124,True
MEXICO,SAN MARTIN DE LAS PIRAMIDES,BANAVIM,ALTA_MEDIA,MEXICO,SAN MARTIN DE LAS PIRAMIDES,False,SAN MARTIN DE LAS PIRAMIDES,San Martín de las Pirámides,15,075,15075,True
MEXICO,SAN MATEO ATENCO,BANAVIM,ALTA_MEDIA,MEXICO,SAN MATEO ATENCO,False,SAN MATEO ATENCO,San Mateo Atenco,15,076,15076,True
MEXICO,TECAMAC,BANAVIM,ALTA_MEDIA,MEXICO,TECAMAC,False,TECAMAC,Tecámac,15,081,15081,True
MEXICO,TEJUPILCO,BANAVIM,ALTA_MEDIA,MEXICO,TEJUPILCO,False,TEJUPILCO,Tejupilco,15,082,15082,True
MEXICO,TEMASCALAPA,BANAVIM,ALTA_MEDIA,MEXICO,TEMASCALAPA,False,TEMASCALAPA,Temascalapa,15,084,15084,True
MEXICO,TEMASCALCINGO,BANAVIM,ALTA_MEDIA,MEXICO,TEMASCALCINGO,False,TEMASCALCINGO,Temascalcingo,15,085,15085,True
MEXICO,TEMASCALTEPEC,BANAVIM,ALTA_MEDIA,MEXICO,TEMASCALTEPEC,False,TEMASCALTEPEC,Temascaltepec,15,086,15086,True
MEXICO,TEMOAYA,BANAVIM,ALTA_MEDIA,MEXICO,TEMOAYA,False,TEMOAYA,Temoaya,15,087,15087,True
MEXICO,TENANCINGO,BANAVIM,ALTA_MEDIA,MEXICO,TENANCINGO,False,TENANCINGO,Tenancingo,15,088,15088,True
MEXICO,TENANGO DEL AIRE,BANAVIM,ALTA_MEDIA,MEXICO,TENANGO DEL AIRE,False,TENANGO DEL AIRE,Tenango del Aire,15,089,15089,True
MEXICO,TENANGO DEL VALLE,BANAVIM,ALTA_MEDIA,MEXICO,TENANGO DEL VALLE,False,TENANGO DEL VALLE,Tenango del Valle,15,090,15090,True
MEXICO,TEOLOYUCAN,BANAVIM,ALTA_MEDIA,MEXICO,TEOLOYUCAN,False,TEOLOYUCAN,Teoloyucan,15,091,15091,True
MEXICO,TEOTIHUACAN,BANAVIM,ALTA_MEDIA,MEXICO,TEOTIHUACAN,False,TEOTIHUACAN,Teotihuacán,15,092,15092,True
MEXICO,TEPOTZOTLAN,BANAVIM,ALTA_MEDIA,MEXICO,TEPOTZOTLAN,False,TEPOTZOTLAN,Tepotzotlán,15,095,15095,True
MEXICO,TEQUIXQUIAC,BANAVIM,ALTA_MEDIA,MEXICO,TEQUIXQUIAC,False,TEQUIXQUIAC,Tequixquiac,15,096,15096,True
MEXICO,TEXCALTITLAN,BANAVIM,ALTA_MEDIA,MEXICO,TEXCALTITLAN,False,TEXCALTITLAN,Texcaltitlán,15,097,15097,True
MEXICO,TEXCALYACAC,BANAVIM,ALTA_MEDIA,MEXICO,TEXCALYACAC,False,TEXCALYACAC,Texcalyacac,15,098,15098,True
MEXICO,TEXCOCO,BANAVIM,ALTA_MEDIA,MEXICO,TEXCOCO,False,TEXCOCO,Texcoco,15,099,15099,True
MEXICO,TEZOYUCA,BANAVIM,ALTA_MEDIA,MEXICO,TEZOYUCA,False,TEZOYUCA,Tezoyuca,15,100,15100,True
MEXICO,TIANGUISTENCO,BANAVIM,ALTA_MEDIA,MEXICO,TIANGUISTENCO,False,TIANGUISTENCO,Tianguistenco,15,101,15101,True
MEXICO,TLALMANALCO,BANAVIM,ALTA_MEDIA,MEXICO,TLALMANALCO,False,TLALMANALCO,Tlalmanalco,15,103,15103,True
MEXICO,TLALNEPANTLA DE BAZ,BANAVIM,ALTA_MEDIA,MEXICO,TLALNEPANTLA DE BAZ,False,TLALNEPANTLA DE BAZ,Tlalnepantla de Baz,15,104,15104,True
MEXICO,TOLUCA,BANAVIM,ALTA_MEDIA,MEXICO,TOLUCA,False,TOLUCA,Toluca,15,106,15106,True
MEXICO,TONANITLA,BANAVIM,ALTA_MEDIA,MEXICO,TONANITLA,False,TONANITLA,Tonanitla,15,125,15125,True
MEXICO,TONATICO,BANAVIM,ALTA_MEDIA,MEXICO,TONATICO,False,TONATICO,Tonatico,15,107,15107,True
MEXICO,TULTEPEC,BANAVIM,ALTA_MEDIA,MEXICO,TULTEPEC,False,TULTEPEC,Tultepec,15,108,15108,True
MEXICO,TULTITLAN,BANAVIM,ALTA_MEDIA,MEXICO,TULTITLAN,False,TULTITLAN,Tultitlán,15,109,15109,True
MEXICO,VALLE DE BRAVO,BANAVIM,ALTA_MEDIA,MEXICO,VALLE DE BRAVO,False,VALLE DE BRAVO,Valle de Bravo,15,110,15110,True
MEXICO,VALLE DE CHALCO SOLIDARIDAD,BANAVIM,ALTA_MEDIA,MEXICO,VALLE DE CHALCO SOLIDARIDAD,False,VALLE DE CHALCO SOLIDARIDAD,Valle de Chalco Solidaridad,15,122,15122,True
MEXICO,VILLA DE ALLENDE,BANAVIM,ALTA_MEDIA,MEXICO,VILLA DE ALLENDE,False,VILLA DE ALLENDE,Villa de Allende,15,111,15111,True
MEXICO,VILLA DEL CARBON,BANAVIM,ALTA_MEDIA,MEXICO,VILLA DEL CARBON,False,VILLA DEL CARBON,Villa del Carbón,15,112,15112,True
MEXICO,VILLA GUERRERO,BANAVIM,ALTA_MEDIA,MEXICO,VILLA GUERRERO,False,VILLA GUERRERO,Villa Guerrero,15,113,15113,True
MEXICO,VILLA VICTORIA,BANAVIM,ALTA_MEDIA,MEXICO,VILLA VICTORIA,False,VILLA VICTORIA,Villa Victoria,15,114,15114,True
MEXICO,XALATLACO,BANAVIM,ALTA_MEDIA,MEXICO,XALATLACO,False,XALATLACO,Xalatlaco,15,043,15043,True
MEXICO,XONACATLAN,BANAVIM,ALTA_MEDIA,MEXICO,XONACATLAN,False,XONACATLAN,Xonacatlán,15,115,15115,True
MEXICO,ZINACANTEPEC,BANAVIM,ALTA_MEDIA,MEXICO,ZINACANTEPEC,False,ZINACANTEPEC,Zinacantepec,15,118,15118,True
MEXICO,ZUMPANGO,BANAVIM,ALTA_MEDIA,MEXICO,ZUMPANGO,False,ZUMPANGO,Zumpango,15,120,15120,True
MICHOACAN,ACUITZIO,BANAVIM,ALTA_MEDIA,MICHOACAN,ACUITZIO,False,ACUITZIO,Acuitzio,16,001,16001,True
MICHOACAN,ALVARO OBREGON,BANAVIM,ALTA_MEDIA,MICHOACAN,ALVARO OBREGON,False,ALVARO OBREGON,Álvaro Obregón,16,003,16003,True
