sim_municipio,sim_vinculo,sim_sexo,score,idx_ine,idx_bv,municipio_ine,estado_ine,sexo_ine,vinculo_grupo_ine,vinculo_victima_ine,municipio_bv,estado_bv,sexo_bv,vinculo_grupo_bv,edad_bv,escolaridad_bv,estado_civil_bv,Portaba Dicha Arma_bv,Droga_Alcohol_bv,año_banavim_bv,fuente_bv
1.0,1,1,3.0,111,229873,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,229899,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,SI,0,2020,BANAVIM
1.0,1,1,3.0,111,229900,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,229902,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,229932,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,229957,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,Ninguna,,,0,2020,BANAVIM
1.0,1,1,3.0,111,229966,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,229997,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,230001,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,230002,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,230052,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,230057,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,230061,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,230062,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,230065,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,230069,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,Casado,,0,2020,BANAVIM
1.0,1,1,3.0,111,230118,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,230119,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,231608,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,231709,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,231934,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,232805,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,232813,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,232821,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,NO,0,2020,BANAVIM
1.0,1,1,3.0,111,232823,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,47.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,232880,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,46.0,No identificado,No identificado,SI,0,2020,BANAVIM
1.0,1,1,3.0,111,232910,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,15.0,No identificado,Soltero,,0,2020,BANAVIM
1.0,1,1,3.0,111,232912,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,15.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,232941,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,20.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,459639,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,459672,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,459709,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,459710,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,24.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,459764,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,459940,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,24.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,459941,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,24.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,459946,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,459987,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,20.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,459988,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,43.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,459990,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,459993,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,460002,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,27.0,No identificado,Unión libre,NO,1,2021,BANAVIM
1.0,1,1,3.0,111,460139,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,460145,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,24.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,460199,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,460387,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,50.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,460461,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,460474,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,460485,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,460559,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,460590,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,111,460721,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,461607,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,461761,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,462243,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,30.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,462686,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,35.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,463120,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,27.0,Secundaria,,SE DESCONOCE,1,2021,BANAVIM
1.0,1,1,3.0,111,463121,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,27.0,Secundaria,,SE DESCONOCE,1,2021,BANAVIM
1.0,1,1,3.0,111,463227,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,30.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,463237,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,36.0,Preparatoria,,,1,2021,BANAVIM
1.0,1,1,3.0,111,463238,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,27.0,Primaria,,,1,2021,BANAVIM
1.0,1,1,3.0,111,463239,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,27.0,Primaria,,,1,2021,BANAVIM
1.0,1,1,3.0,111,463271,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,463316,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,37.0,Secundaria,,SE DESCONOCE,1,2021,BANAVIM
1.0,1,1,3.0,111,463318,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,47.0,Secundaria,,,0,2021,BANAVIM
1.0,1,1,3.0,111,463321,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,33.0,Preparatoria,,,0,2021,BANAVIM
1.0,1,1,3.0,111,463509,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,464051,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,45.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,464072,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,50.0,Licenciatura,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464102,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,28.0,No identificado,No identificado,SI,1,2021,BANAVIM
1.0,1,1,3.0,111,464277,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,66.0,Primaria,Divorciado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464387,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464390,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464391,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,35.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464392,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,24.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464415,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,464421,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,464423,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,464436,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,32.0,No identificado,Casado,,1,2021,BANAVIM
1.0,1,1,3.0,111,464437,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,26.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,111,464462,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,464489,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464490,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,40.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464494,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,111,464541,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,464548,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464559,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464573,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,40.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,464574,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,22.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,464618,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,464625,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,50.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464629,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,40.0,No identificado,,,1,2021,BANAVIM
1.0,1,1,3.0,111,464647,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,464684,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,SI,0,2021,BANAVIM
1.0,1,1,3.0,111,464755,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,25.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464810,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,111,464818,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,464862,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,464966,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,465032,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,40.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,465040,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,28.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,465165,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,465208,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,465227,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,465236,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,55.0,No identificado,,,1,2021,BANAVIM
1.0,1,1,3.0,111,465262,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,465278,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,30.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,465304,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,SI,0,2021,BANAVIM
1.0,1,1,3.0,111,465329,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,29.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,465380,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,31.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,465383,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,1,2021,BANAVIM
1.0,1,1,3.0,111,465509,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,465533,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,30.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,465696,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,30.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,465734,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,18.0,No identificado,Unión libre,,1,2021,BANAVIM
1.0,1,1,3.0,111,465736,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,465775,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,37.0,Secundaria,Divorciado,,0,2021,BANAVIM
1.0,1,1,3.0,111,465994,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,40.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,466004,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,466059,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,466079,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,27.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,466087,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,32.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,111,466143,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,466253,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,466313,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,466417,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,466565,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,466676,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,466734,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,466798,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,31.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,466953,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,111,466954,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,111,466955,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,29.0,No identificado,No identificado,,0,2021,BANAVIM
